<<<<<<< HEAD
frame.number,frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,http.host,http.request.method,dns.qry.name
64,61,10,3,443.0,57878.0,68.0,67.0,,,
65,61,10,3,443.0,57878.0,68.0,67.0,,,
66,62,10,3,443.0,57878.0,68.0,67.0,,,
67,63,4,9,57878.0,443.0,68.0,67.0,,,
68,64,4,8,57258.0,443.0,68.0,67.0,,,
69,65,9,3,443.0,57258.0,68.0,67.0,,,
70,66,9,3,443.0,57258.0,68.0,67.0,,,
=======
frame.number,frame.time,ip.src,ip.dst,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport,http.host,http.request.method,dns.qry.name
2,0,5,2,443.0,52344.0,,,,,
3,1,2,5,52344.0,443.0,,,,,
4,2,5,2,443.0,52342.0,,,,,
5,2,5,2,443.0,52342.0,,,,,
6,3,2,5,52342.0,443.0,,,,,
7,4,2,5,52342.0,443.0,,,,,
8,5,5,2,443.0,52342.0,,,,,
10,7,7,2,443.0,52332.0,,,,,
11,8,2,7,52332.0,443.0,,,,,
13,10,1,2,443.0,52333.0,,,,,
14,11,2,1,52333.0,443.0,,,,,
15,12,0,2,443.0,52092.0,,,,,
16,13,2,0,52092.0,443.0,,,,,
17,14,0,2,443.0,52092.0,,,,,
19,16,2,4,51491.0,443.0,,,,,
20,16,2,4,51491.0,443.0,,,,,
21,16,2,4,51491.0,443.0,,,,,
22,17,2,4,51491.0,443.0,,,,,
23,17,2,4,51491.0,443.0,,,,,
24,17,2,4,51491.0,443.0,,,,,
25,18,2,4,51491.0,443.0,,,,,
26,18,2,4,51491.0,443.0,,,,,
27,18,2,4,51491.0,443.0,,,,,
28,19,2,4,51491.0,443.0,,,,,
29,19,2,4,51491.0,443.0,,,,,
30,19,2,4,51491.0,443.0,,,,,
31,20,2,4,51491.0,443.0,,,,,
32,20,2,4,51491.0,443.0,,,,,
33,20,2,4,51491.0,443.0,,,,,
34,21,2,4,51491.0,443.0,,,,,
35,21,2,4,51491.0,443.0,,,,,
36,21,2,4,51491.0,443.0,,,,,
37,22,2,4,51491.0,443.0,,,,,
38,22,2,4,51491.0,443.0,,,,,
39,22,2,4,51491.0,443.0,,,,,
40,23,2,4,51491.0,443.0,,,,,
41,23,2,4,51491.0,443.0,,,,,
42,23,2,4,51491.0,443.0,,,,,
43,24,2,4,51491.0,443.0,,,,,
44,24,2,4,51491.0,443.0,,,,,
45,24,2,4,51491.0,443.0,,,,,
46,25,2,4,51491.0,443.0,,,,,
47,25,2,4,51491.0,443.0,,,,,
48,25,2,4,51491.0,443.0,,,,,
49,26,2,4,51491.0,443.0,,,,,
50,26,2,4,51491.0,443.0,,,,,
51,26,2,4,51491.0,443.0,,,,,
52,27,2,4,51491.0,443.0,,,,,
53,27,2,4,51491.0,443.0,,,,,
54,27,2,4,51491.0,443.0,,,,,
55,28,2,4,51491.0,443.0,,,,,
56,28,2,4,51491.0,443.0,,,,,
57,28,2,4,51491.0,443.0,,,,,
58,29,2,4,51491.0,443.0,,,,,
59,29,2,4,51491.0,443.0,,,,,
60,29,2,4,51491.0,443.0,,,,,
61,30,2,4,51491.0,443.0,,,,,
62,30,2,4,51491.0,443.0,,,,,
63,30,2,4,51491.0,443.0,,,,,
64,31,2,4,51491.0,443.0,,,,,
65,31,2,4,51491.0,443.0,,,,,
66,31,2,4,51491.0,443.0,,,,,
67,32,2,4,51491.0,443.0,,,,,
68,32,2,4,51491.0,443.0,,,,,
69,32,2,4,51491.0,443.0,,,,,
70,33,2,4,51491.0,443.0,,,,,
71,33,2,4,51491.0,443.0,,,,,
72,33,2,4,51491.0,443.0,,,,,
73,34,2,4,51491.0,443.0,,,,,
74,34,2,4,51491.0,443.0,,,,,
75,34,2,4,51491.0,443.0,,,,,
76,35,2,4,51491.0,443.0,,,,,
77,35,2,4,51491.0,443.0,,,,,
78,36,4,2,443.0,51491.0,,,,,
79,36,4,2,443.0,51491.0,,,,,
80,36,4,2,443.0,51491.0,,,,,
81,36,4,2,443.0,51491.0,,,,,
82,36,4,2,443.0,51491.0,,,,,
83,36,4,2,443.0,51491.0,,,,,
84,36,4,2,443.0,51491.0,,,,,
85,36,4,2,443.0,51491.0,,,,,
86,36,4,2,443.0,51491.0,,,,,
87,36,4,2,443.0,51491.0,,,,,
88,36,4,2,443.0,51491.0,,,,,
89,36,4,2,443.0,51491.0,,,,,
90,36,4,2,443.0,51491.0,,,,,
91,36,4,2,443.0,51491.0,,,,,
92,36,4,2,443.0,51491.0,,,,,
93,36,4,2,443.0,51491.0,,,,,
94,36,4,2,443.0,51491.0,,,,,
95,36,4,2,443.0,51491.0,,,,,
96,36,4,2,443.0,51491.0,,,,,
97,36,4,2,443.0,51491.0,,,,,
98,36,4,2,443.0,51491.0,,,,,
99,36,4,2,443.0,51491.0,,,,,
100,36,4,2,443.0,51491.0,,,,,
101,36,4,2,443.0,51491.0,,,,,
102,36,4,2,443.0,51491.0,,,,,
103,36,4,2,443.0,51491.0,,,,,
104,36,4,2,443.0,51491.0,,,,,
105,37,4,2,443.0,51491.0,,,,,
106,37,4,2,443.0,51491.0,,,,,
107,37,4,2,443.0,51491.0,,,,,
108,37,4,2,443.0,51491.0,,,,,
109,37,4,2,443.0,51491.0,,,,,
110,37,4,2,443.0,51491.0,,,,,
111,37,4,2,443.0,51491.0,,,,,
112,37,4,2,443.0,51491.0,,,,,
113,37,4,2,443.0,51491.0,,,,,
114,37,4,2,443.0,51491.0,,,,,
115,37,4,2,443.0,51491.0,,,,,
116,37,4,2,443.0,51491.0,,,,,
117,37,4,2,443.0,51491.0,,,,,
118,37,4,2,443.0,51491.0,,,,,
119,38,4,2,443.0,51491.0,,,,,
120,38,4,2,443.0,51491.0,,,,,
121,38,4,2,443.0,51491.0,,,,,
122,39,2,6,51935.0,443.0,,,,,
123,40,6,2,443.0,51935.0,,,,,
124,41,4,2,443.0,51491.0,,,,,
125,42,3,2,443.0,51539.0,,,,,
126,43,2,4,51491.0,443.0,,,,,
127,44,2,3,51539.0,443.0,,,,,
128,45,6,2,443.0,51935.0,,,,,
129,46,2,6,51935.0,443.0,,,,,
130,47,7,2,443.0,52332.0,,,,,
131,47,7,2,443.0,52332.0,,,,,
132,48,2,7,52332.0,443.0,,,,,
133,49,2,7,52332.0,443.0,,,,,
134,50,2,7,52332.0,443.0,,,,,
135,51,7,2,443.0,52332.0,,,,,
136,52,2,3,51539.0,443.0,,,,,
137,53,3,2,443.0,51539.0,,,,,
139,55,4,2,443.0,51491.0,,,,,
140,56,2,4,51491.0,443.0,,,,,
141,57,1,2,443.0,52333.0,,,,,
142,57,1,2,443.0,52333.0,,,,,
143,58,2,1,52333.0,443.0,,,,,
144,59,2,1,52333.0,443.0,,,,,
145,60,2,1,52333.0,443.0,,,,,
146,61,1,2,443.0,52333.0,,,,,
150,65,2,3,51539.0,443.0,,,,,
>>>>>>> d4491c0 (primary commit)
